,startup_id,Startup Name,Founding Date,City,Industry/Vertical,Sub-Vertical,Founders,Investors,Amount(in USD),Investment Stage,_source_file,_source_year,_source_month,_country,_continent
1730,S0039,Agnikul,2017,Chennai,SpaceTech,"Agnikul is a space tech startup that designs, manufactures, tests, and launch orbital class rockets for micro and nano satellites.","Moin SPM, Satyanarayanan Chakravarthy, Srinath Ravichandran","Artha India Ventures, Sriram Krishnan",11000000.0,Series A,may_2021.csv,2021,5.0,India,Asia
1731,S0820,LegalPay,2019,New Delhi,FinTech,A trusted financial partner for advocates and corporate.,Kundan Shahi,9Unicorns,,Seed,may_2021.csv,2021,5.0,India,Asia
1732,S0581,Glamplus,2020,Bangalore,SaaS,India's #1 SaaS based Salon experience Software,Divyanshu Singh,Inflection Point Ventures,200000.0,Pre-series A,may_2021.csv,2021,5.0,India,Asia
1733,S1418,Tekie,2017,Gurugram,EdTech,"Tekie is a live coding platform for kids that uses the power of storytelling, to make learning to code a movie-like experience.","Anand Verma, Naman Mukund","GSV, Multiply Ventures",1500000.0,Seed,may_2021.csv,2021,5.0,India,Asia
1734,S0092,Asirvad Microfinance,2007,Chennai,FinTech,Asirvad Microfinance provides microfinance loans to women from a poor and low-income households.,Raja Vaidyanathan,"WorldBusiness Capital, Northern Arc",15000000.0,,may_2021.csv,2021,5.0,India,Asia
1735,S0105,Avalon Labs,2017,Bangalore,FinTech,"Avalon Labs incubates, invests, partners with and spearheads technology companies that are on the cutting edge.",Varun Mayya,"Tanglin Ventures, Better Capital, Whiteboard Capital",,Pre-series A,may_2021.csv,2021,5.0,India,Asia
1736,S0146,Betterhalf.ai,2016,Bangalore,Matrimony,India’s first and only matrimony app without parents. 10L verified profiles 20L matches 50K relationships 3K marriages,"Rahul Namdev, Pawan Gupta","Y Combinator, Rehan A Khan",3000000.0,Pre-series A,may_2021.csv,2021,5.0,India,Asia
1737,S0786,Koo,2020,Bangalore,Social Media,Koo App operates as a microblogging app.,"Aprameya Radhakrishna, Mayank Bidawatka","Balaji Srinivasan, Naval Ravikant",30000000.0,Series B,may_2021.csv,2021,5.0,India,Asia
1738,S1205,Rezo.ai,2017,Noida,AI,Conversational AI platform - Innovate the way you communicate,"Manish Gupta, Rashi Gupta","Devesh Sachdev, Bhavesh Manglani",,Seed,may_2021.csv,2021,5.0,India,Asia
1739,S0900,Mentoria,2015,Mumbai,EdTech,Mentoria is a holistic career discovery platform that enables students to discover themselves and the careers they will enjoy and excel at.,"Ashish Arora, Nikhar Arora, Sameer Bhakhri","Pradeep K Jaisingh, Jayant Mehrotra",200000.0,Pre-series A,may_2021.csv,2021,5.0,India,Asia
1740,S0343,Cuvette Tech,2020,Bangalore,Human Resources,Help startups to find interns who are verified on their software development skills and problem-solving abilities.,"Atul Singhal, Sudhanshu Singh","Varun Alagh, Harish Daiya",1800000.0,Seed,may_2021.csv,2021,5.0,India,Asia
1741,S0274,Clensta,2016,New Delhi,BioTechnology,A biotechnology start-up was incorporated to improve the National Hygiene condition whilst addressing the aspect of water conservation.,Puneet Gupta,"IAN Fund, World Startup Factory",600000.0,,may_2021.csv,2021,5.0,India,Asia
1742,S0489,FarMart,2015,Gurugram,AgriTech,FarMart is a micro-SaaS platform that helps food businesses source high quality produce at affordable prices,"Alekh Sanghera, Mehtab Singh Hans","Omidyar Network India, Avaana Capital",24000000.0,Pre-series A,may_2021.csv,2021,5.0,India,Asia
1743,S0781,Kodo Card,2019,Mumbai,FinTech,Kodo card is a corporate card for new economy businesses in India.,"Deepti Sanghi, Gaurav Thapa","Brex, Y-Combinator",8000000.0,Seed,may_2021.csv,2021,5.0,India,Asia
1744,S1114,Polygon,2017,Mumbai,Crypto,Polygon is a blockchain scalability platform.,"Jaynti Kanani, Sandeep Nailwal, Anurag Arjun","Mark Cuban, MiH Ventures",,,may_2021.csv,2021,5.0,India,Asia
1745,S0575,Get My Parking,2015,New Delhi,Mobility,"Get My Parking, is a B2B Platform-as-a-Service company.","Chirag Jain, Rasik Pansare","IvyCap Ventures, IAN Fund",6000000.0,,may_2021.csv,2021,5.0,India,Asia
1746,S0245,Cellestial,2019,Hyderabad,Electronics,Cellestial E-mobility is a city-based startup working in developing electric tractors with the longest battery life.,Siddhartha Durairajan,"Gurj Aujla, Ashik K",500000.0,Pre-series A,may_2021.csv,2021,5.0,,Asia
1747,S0484,FanCode,2019,Mumbai,Sports,"FanCode is a multi sport aggregator platform for every sports fan, focusing on long trail sports content and contextual commerce.",Yannick Colaco,Dream Sports,50000000.0,,may_2021.csv,2021,5.0,India,Asia
1748,S0729,Jai Kisan,2017,Mumbai,FinTech,Jai Kisan is a fintech platform that provides sustainable financing for rural emerging markets,"Adriel Maniego, Arjun Ahluwalia","The Chatterjee Group, Prophetic Ventures",30000000.0,Series A,may_2021.csv,2021,5.0,India,Asia
1749,S1105,Plum,2019,Bangalore,HealthCare,High quality health insurance and health benefits,"Abhishek Poddar, Saurabh Arora","Harsh Jain, Lalit Keshre",15000000.0,Series A,may_2021.csv,2021,5.0,India,Asia
1750,S1424,ThatMate,2019,Satara,HealthCare,ThatMate is a sexual and mental wellness app for teens.,Nishant Neeraj,"Supriya Kumari, Premanshu Singh",140000.0,,may_2021.csv,2021,5.0,India,Asia
1751,S0776,Klassroom,2016,Mumbai,EdTech,Klassroom offers a one-of-a-kind LIVE interactive learning experience to students.,Alka Javeri,ah! Ventures,200000.0,Pre-series A,may_2021.csv,2021,5.0,India,Asia
1752,S0299,Convin,2019,Bangalore,SaaS,Convin is a conversation intelligence platform that helps remote sales teams to understand conversations on a deeper levels.,"Ashish Santhalia, Atul Shree, Bharat Patidar, Durgesh Choudhary","9Unicorns Accelerator Fund, Sunder Nookala",300000.0,Pre-seed,may_2021.csv,2021,5.0,India,Asia
1753,S0898,Mensa Brands,2021,Bangalore,Clothing,"Mensa scales brands leveraging its expertise in e-commerce, technology, marketing, category management & demand planning.",Ananth Narayanan,"Accel Partners, Falcon Edge Capital, Norwest Venture Partners",50000000.0,Series A,may_2021.csv,2021,5.0,India,Asia
1754,S0376,Disruptium,2021,Ahmadabad,Consulting,A consultancy platform for startups,"Yash Shah, Kapil Mathrani, Ishit Desai",Pravesh Mehta,200000.0,,may_2021.csv,2021,5.0,India,Asia
1755,S0886,MedTel Healthcare,2017,Odisha,HealthCare,An aggregator for Digital Health Clinics in low resource settings.,"Ajit Choudhury, Lalit Ranjan Manik, Manish Kumar Swain, Shashank Singhal, Siba Prasad Panda",,5000000.0,Pre-series A,may_2021.csv,2021,5.0,India,Asia
1756,S1088,Pickright Technologies,2019,Bangalore,FinTech,Pickright is a fintech marketplace platform for stock market investors and the stock market advisors.,"Namandeep Bhatia, Archana E","Gaurav Gupta, Vivek Srivatsav",200000.0,,may_2021.csv,2021,5.0,India,Asia
1757,S0704,Ingenium,2018,New Delhi,EdTech,Ingenium Education has been pushing e-learning by bringing small and medium sized institutes and schools online.,"Pramudit Somvanshi, Mohit Patel, Aakash Gupta",Lead Angels,,Seed,may_2021.csv,2021,5.0,India,Asia
1758,S0151,BharatPe,2018,New Delhi,FinTech,"BharatPe is the definitive platform for financial services. We process payments via UPI and POS, and provide credit / loans to our merchants","Ashneer Grover, Bhavik Koladiya, Shashvat Nakrani","Amplo, Insight Partners",6000000.0,Debt,may_2021.csv,2021,5.0,India,Asia
1759,S1214,RuleZero,2019,Bangalore,Tech,Rulezero is a technology platform created by experienced startup executives to automate and manage the equity ownership of a startup.,"Satish Mugulavalli, Srinivas Katta","Induslaw, Reddy Futures",1000000.0,Seed,may_2021.csv,2021,5.0,India,Asia
1760,S1213,Rubix Data Sciences,2018,Mumbai,IT,"Rubix Data Sciences focuses on simplifying decision making for Credit, Risk, Compliance, Supply Chain and Marketing professionals in the B2B domain.",Mohan Ramaswamy,,800000.0,Seed,may_2021.csv,2021,5.0,India,Asia
1761,S0848,Locobuzz,2011,Mumbai,Analytics,LocoBuzz is an analytics-based integrated marketing platform.,Vishal Agrawal,Yuj Ventures,4000000.0,Series A,may_2021.csv,2021,5.0,India,Asia
1762,S1568,We Founder Circle,2020,Mumbai,FinTech,"A global platform of founders for founders offering investment, network and business opportunities.",Neeraj Tyagi,Geekster,2000000.0,Pre-seed,may_2021.csv,2021,5.0,India,Asia
1763,S0632,Haqdarshak,2015,Jaipur,Finance,Haqdarshak is a tech platform that connects citizens with their eligible welfare schemes.,"Aniket Doegar, Asha Krishnan, PR Ganapathy","Manish Subramaniam, Upaya Social Ventures",800000.0,Pre-series A,may_2021.csv,2021,5.0,India,Asia
1764,S0243,Celcius,2020,Mumbai,Logistics,The “ONLINE” Cold Chain network for Reefer trucks and Cold storage facilities.,"Swarup Bose, Rajneesh Raman, Arbind Jain",Eaglewings Ventures,,Seed,may_2021.csv,2021,5.0,India,Asia
1765,S0439,Enthu.ai,2020,Chandigarh,AI,Enthu.AI operates as a conversation intelligence startup.,"Tushar Jain, Vishal Verma",Appit Simple Infotek,200000.0,,may_2021.csv,2021,5.0,India,Asia
1766,S0948,Myelin Foundry,2019,Bangalore,AI,"Myelin Foundry is a deep tech product start-up transforming human experiences and industry outcomes by building Artificial Intelligence algorithms on video, voice, and sensor data, for consumer edge devices","Gopichand Katragadda, Ganesh Suryanarayanan, Aditi Olemann",Beyond Next Ventures,1000000.0,Pre-series A,may_2021.csv,2021,5.0,India,Asia
1767,S1377,SuperOps.ai,2020,Chennai,AI,SuperOps.ai is an early stage startup in the MSP space.,"Arvind Parthiban, Jayakumar Karumbasalam","Ramakant Sharma, Elevation Capital",3000000.0,Seed,may_2021.csv,2021,5.0,India,Asia
1768,S0010,6Degree,2014,Mumbai,Retail,6Degree is a fashion retail startup that provides a launchpad to fashion talent and brands using a tech-enabled platform.,"Amit Bhardwaj, Nikhil Hegde","Keiretsu Forum, SucSEED Venture Partners",1000000.0,,may_2021.csv,2021,5.0,India,Asia
1769,S1414,Teachmint,2020,Bangalore,EdTech,Teachmint is an online learning platform that focuses on tutor-student connectivity.,"Anshuman Kumar, Divyansh Bordia, Mihir Gupta, Payoj Jain","Lightspeed India Partners, CM Ventures",16500000.0,Series A,may_2021.csv,2021,5.0,India,Asia
1770,S1250,Sarathi,2020,Jodhpur,HealthCare,"Offer a range of services like lab tests, consultation at home, nursing services, emergency services, and appointment management.",Aditi Poyam,,100000.0,Seed,may_2021.csv,2021,5.0,India,Asia
1771,S0736,Jidoka Technologies,2018,Chennai,Software,"Deliver automation of visual inspection, retaining the power of human intelligence, to enhance quality and efficiency",Sekar Udayamurthy,,340000.0,Seed,may_2021.csv,2021,5.0,India,Asia
1772,S1179,Rapido,2015,Bangalore,Transportation,Rapido is a bike taxi service that encourages people to offer bike rides to other people.,"Aravind Sanka, Pavan Guntupalli, Rishikesh SR","Skycatcher, Nexus Venture Partners",43000000.0,Series C,may_2021.csv,2021,5.0,India,Asia
1773,S0128,BYJU'S,2011,Bangalore,EdTech,BYJU'S is an educational technology company that develops personalized learning programs for K-12 students.,"Byju Raveendran, Divya Gokulnath","Tiga Investments, Baron Capital",150000000.0,,may_2021.csv,2021,5.0,India,Asia
1774,S0425,ElasticRun,2015,Pune,E-commerce,ElasticRun develops an online system that improves the reception of orders from customers and the dispatch of delivery drivers.,"Sandeep Deshmukh, Saurabh Nigam, Shitiz Bansal","Avataar Venture Partners, Kalaari Capital",75000000.0,Series D,may_2021.csv,2021,5.0,India,Asia
1775,S0104,Avail Finance,2017,Bangalore,FinTech,Avail is a mobile-first platform aiming to financially include the urban mass of India.,"Ankush Aggarwal, Tushar Mehndiratta","Alteria Capital, Matrix Partners India",3000000.0,Debt,may_2021.csv,2021,5.0,India,Asia
1776,S0991,Nivesh,2016,Noida,FinTech,Nivesh.com is a mass market mutual funds investment platform.,"Anurag Garg, Sridhar Srinivasan","Raghav Kapur, Indian Angel Network",1600000.0,Pre-series A,may_2021.csv,2021,5.0,India,Asia
1777,S1439,Thingsup,2020,Pune,IoT platform,Thingsup is an Enterprise Grade IoT Platform.,"Akshay Ghadage, Pranav Naiknavare",GSF Accelerator,1000000.0,,may_2021.csv,2021,5.0,India,Asia
1778,S0087,Arthya Wealth and Investments,2020,Mumbai,FinTech,"A comprehensive, high quality, open-architecture based Wealth Management and Investment Advisory platform, to cater to investors across the board: Individuals, Businesses/Corporate Treasuries, Family Offices, Trusts and more.",Gaurav Arora,"Rishi Kumar Bagla, Krishen Lal Khanna",1000000.0,Pre-series A,may_2021.csv,2021,5.0,India,Asia
1779,S1626,Zepto,2021,Mumbai,E-commerce,Grocery delivery startup,"Aadit Palicha, Kaivalya Vohra","Glade Brook Capital, Nexus, Y Combinator",60000000.0,,nov_2021.csv,2021,11.0,India,Asia
1780,S0496,Fi,2019,Bangalore,Financial Services,Fi is a neo bank.,Sumit Gwalani,"Capital Group, Falcon Edge",50000000.0,Series B,nov_2021.csv,2021,11.0,India,Asia
1781,S0769,Kiko Live,2020,Gurugram,Commerce,Video-based social commerce startup,"Alok Chawla, Shivam","Dinesh Agarwal, Amarjit Batra",1000000.0,Pre-series A,nov_2021.csv,2021,11.0,India,Asia
1782,S1477,TurboHire,2019,Hyderabad,Computer Software,"Industry-leading augmented intelligence software for Talent Intelligence, Recruitment Automation, and Applicant Tracking",Deepak Agrawal,"Arcilla, Samir Khosla",,,nov_2021.csv,2021,11.0,,Asia
1783,S1429,The Hosteller,2015,Mumbai,Hospitality,"Pit-stop for global as well as local travellers to relax, rejuvenate and experience India’s rich heritage while not worrying about a clean, safe and smart place to stay.",Pranav Dangi,"SUNiCON Ventures, Shubhkam Ventures, Jito Angel network, FAAD Network",1000000.0,Pre-series A,nov_2021.csv,2021,11.0,India,Asia
1784,S1253,SatSure,2017,Bangalore,Defense & Space,SatSure is an innovative decision analytics company,"Prateep Basu, Rashmit Singh Sukhmani, Abhishek Raju",Baring PE India,,,nov_2021.csv,2021,11.0,India,Asia
1785,S1219,Ruptok Fintech,2020,New Delhi,Financial Services,"Ruptok fintech Pvt. Ltd. is an online gold loan service provider , with attractive interests rate .",Ankur Gupta,Manuvel Malabar Jewellers,2000000.0,Pre-series A,nov_2021.csv,2021,11.0,India,Asia
1786,S1540,VilCart,2017,Bangalore,Retail,Vilcart's motto is sustainable rural development through stability for rural retailers.,Prasanna Kumar,Nabventures,2000000.0,,nov_2021.csv,2021,11.0,India,Asia
1787,S0380,Dogsee Chew,2015,Bangalore,Food & Beverages,100% Natural Dog Treats.,"Bhupendra Khanal, Sneh Sharma",Sixth Sense Ventures,7000000.0,Pre-series A,nov_2021.csv,2021,11.0,India,Asia
1788,S0033,Advantage Club,2014,Gurugram,HR Tech,Advantage Club is India's largest employee engagement platform.,Sourabh Deorah,"Y Combinator, Jetty Ventures, Earlsfield Capital, SMC Advisors, Kunal Shah",3300000.0,Pre-series A,nov_2021.csv,2021,11.0,India,Asia
1789,S1397,TRDR,2020,Bangalore,Financial Services,TRDR is an all-new approach to investing.,Ricky Jacob,"Kunal Shah, Snehal Fulzele",150000.0,,nov_2021.csv,2021,11.0,India,Asia
1790,S1641,Zoomcar,2012,Bangalore,Mobility,Zoomcar holds the distinction of being India’s first personal mobility platform,Greg Moran,SternAegis Ventures,92000000.0,,nov_2021.csv,2021,11.0,India,Asia
1791,S0814,Leap India,2013,Mumbai,Logistics & Supply Chain,"""Leading Enterprise in Asset Pooling"" India's Largest Sustainable Supply Chain Solutions Company.",Anurag Malempati,CDC Group,10000000.0,,nov_2021.csv,2021,11.0,India,Asia
1792,S1373,SuperBottoms,2015,Mumbai,Consumer Goods,SuperBottoms was born out of a personal passion for cloth diapering that would give the convenience of diapers while not harming the environment and baby’s skin.,Pallavi Utagi,Alteria Capital,400000.0,,nov_2021.csv,2021,11.0,India,Asia
1793,S0301,Cora Health,2020,Bangalore,"Health, Wellness & Fitness",Social commerce marketplace for everyday health and wellness.,"Snigdha Kumar, Shrijit Venkatesh",Indian Angel Network,600000.0,Seed,nov_2021.csv,2021,11.0,India,Asia
1794,S0136,Battery Smart,2019,New Delhi,Renewables & Environment,Battery Smart is building India’s largest network of battery swapping stations providing Li-ion batteries,"Pulkit Khurana, Siddharth Sikka","Blume Ventures, Orios Ventures",7000000.0,Pre-series A,nov_2021.csv,2021,11.0,India,Asia
1795,S1426,The Good Glamm Group,2021,Pune,Information Technology & Services,South Asia’s largest Content-to-Commerce scale-up investing $100 million in fast-growing beauty & personal care brands.,"Darpan Sanghvi, Priyanka Gill, Naiyya saggi","Warburg Pincus, Prosus Ventures",150000000.0,Series D,nov_2021.csv,2021,11.0,India,Asia
1796,S0937,Mosaic Wellness,2019,Mumbai,"Health, Wellness & Fitness",A platform of digital first health clinics for men and women,Dhyanesh Shah,Sequoia,24000000.0,Series A,nov_2021.csv,2021,11.0,India,Asia
1797,S0277,CloudFiles,2020,Bangalore,SaaS,"Supercharge files with enterprise-grade security, page-by-page analytics and powerful content automations.","Vishesh Singhal, Ankit Gupta, Siddharth Garg",Titan Capital,300000.0,Pre-seed,nov_2021.csv,2021,11.0,India,Asia
1798,S1435,The Viral Fever,2012,Mumbai,Entertainment,India's leading digital entertainment network.,Arunabh Kumar,BlackSoil,2000000.0,,nov_2021.csv,2021,11.0,India,Asia
1799,S1602,Xpand,2021,New Delhi,Retail,LMCE handholds brands and enables their reach across the UNSERVED & UNDER-SERVED pockets of the country in a SUSTAINABLE manner to drive MEASURABLE growth.,Sanjay Kaul,"Akash Prakash, Madhu Jayakumar, Dipinder Sandhu, Shagun Khandelwal",1500000.0,Pre-series A,nov_2021.csv,2021,11.0,India,Asia
1800,S1465,Troo Good,2018,Hyderabad,E-commerce,An FMCG company selling nutritious products at an affordable price points.,Raju Bhupati,OAKS Asset Management,7000000.0,Series A,nov_2021.csv,2021,11.0,,Asia
1801,S1137,Prodo,2021,New Delhi,Business Supplies & Equipment,"Prodo is an e-commerce platform that provides manufacturing of made-to-order, readymade and white labeled consumables for medium and large enterprises.","Sameen Husain, Abhiroop Srivastava","Titan Capital, LetsVenture",300000.0,Pre-seed,nov_2021.csv,2021,11.0,India,Asia
1802,S1501,Unnati,2019,Noida,FinTech,Fintech powered digital agri ecosystem,"Amit Sinha, Ashok Prasad","Incofin, NabVentures, Orios",7000000.0,Series A,nov_2021.csv,2021,11.0,India,Asia
1803,S0855,Lysto,2021,Bangalore,NFT,"Lysto is building APIs, Tools & Infrastructure to enable the creation & distribution of NFTs across platforms with a few clicks or few lines of code.",Sadiq Ahamed,BEENEXT,3000000.0,Seed,nov_2021.csv,2021,11.0,India,Asia
1804,S1560,Wakefit,2014,Bangalore,Furniture,"A home solutions and sleep company, currently collaborating with the world's biggest sleep influencer.","Ankit Garg, Chaitanya Ramalingegowda",SIG,20000000.0,Series C,nov_2021.csv,2021,11.0,India,Asia
1805,S0213,Buyofuel,2020,Coimbatore,Oil & Energy,Green Fuels Marketplace,"Kishan Karunakaran, Venkateswaran Selvan, Sumanth Kumar",Inflection Point Ventures,100000.0,Seed,nov_2021.csv,2021,11.0,India,Asia
1806,S0428,ElectricPe,2021,Bangalore,EV,India's largest Electric Vehicle Charging Platform,"Avinash Sharma, Raghav Rohila","Blume Ventures, Micelio Fund",3000000.0,Seed,nov_2021.csv,2021,11.0,India,Asia
1807,S1524,Vayana Network,2017,Pune,Financial Services,"Vayana Network is an electronic network that connects Corporates and their Supply Chain to Financial Institutions for easy, quick and low-cost access to Trade Financing of their Payables and Receivables.",Ramaswamy Iyer,"CDC Group, Jungle Ventures, March Capital, Marshall Wace",30000000.0,Series C,nov_2021.csv,2021,11.0,India,Asia
1808,S1521,Valuationary,2020,Surat,E-learning,EdTech platform upskilling candidates to bag deserving finance job roles.,"Pratik Bajaj, Kunal Shah, Mahip Gupta","Ashish Jain, Ajay Surana",100000.0,Pre-seed,nov_2021.csv,2021,11.0,India,Asia
1809,S0779,Knocksense,2016,Lucknow,Online Media,Knocksense is a local news and recommendations platform.,"Varul Mayank, Vibhore Mayank","We Founder Circle, Appyhigh, Mumbai Angels",150000.0,,nov_2021.csv,2021,11.0,India,Asia
1810,S1079,Petpooja,2011,Ahmedabad,Information Technology & Services,"Petpooja is the largest next-generation PoS platform for the F&B sector with more than 25,000+ clients across India and UAE.","Apurv Patel, Parthiv Patel","Aroa Ventures, GVFL, Udaan",4500000.0,,nov_2021.csv,2021,11.0,India,Asia
1811,S1585,Wingreens Farms,2011,Gurugram,Food & Beverages,"Wingreens Farms is a fully integrated (farm to retail) Food Company in the business of making and selling a range of fresh, healthy, tasty and innovative food products.","Anju C Srivastava, Arjun Srivastava","Investcorp, Omidyar Network",17000000.0,,nov_2021.csv,2021,11.0,India,Asia
1812,S0381,Doola,2020,New York,Company-as-a-Service,The ultimate One-Stop-Shop™️ to help US and Non-US Founders to turn an idea into their dream US Business,"Arjun Mahadevan, JP Pincheira",Nexus Venture Partners,3000000.0,,nov_2021.csv,2021,11.0,United States,North America
1813,S0466,EyeMyEye,2021,Gurugram,Eyewear,"Shop the latest Eyeglasses, Sunglasses, Power Sunglasses, Contact Lens and more.",Ganesh Iyer,2000000,2000000.0,Pre-series A,nov_2021.csv,2021,11.0,India,Asia
1814,S0191,Bombay Hemp Company,2013,Mumbai,Textiles,"BOHECO was founded to research on and promote industrial hemp, the super crop of our era in India. BOHECO was formally registered under The Companies Act","Avnish Pandya, Delzaad Deolaliwala","Riteesh Mohan Bakshi, Raghav Mohan Bakshi, Achin Kochar",2000000.0,,nov_2021.csv,2021,11.0,India,Asia
1815,S0344,DGV,2019,Bangalore,Information Technology & Services,NeoBanking for Bharat,Ragavan Venkatesan,"Info Edge Ventures, Omnivore",3000000.0,Pre-series A,nov_2021.csv,2021,11.0,India,Asia
1816,S0616,GuardianLink,2017,Chennai,Information Technology & Services,Building tech infrastructure to help NFT commerce go mainstream,"Ramkumar Subramaniam, Kamesh Elangovan",Kalaari Capital,12000000.0,Series A,nov_2021.csv,2021,11.0,India,Asia
1817,S0276,Clinikk,2016,Bangalore,Hospital & Health Care,Transforming health insurance by building India's first managed care model,"Dr.Suraj Baliga, Bhavjot Kaur",MassMutual Ventures,4000000.0,Pre-series A,nov_2021.csv,2021,11.0,India,Asia
1818,S1450,Toplyne,2021,Bangalore,Computer Software,Toplyne helps sales teams at product-led companies convert their freemium users!,"Rishen Kapoor and Ruchin Kulkarni, Rohit Khanna","Sequoia Capital , Together Fund",2500000.0,,nov_2021.csv,2021,11.0,India,Asia
1819,S0897,Mensa,2021,Bangalore,D2C,"Mensa scales brands leveraging its expertise in e-commerce, technology, marketing, category management & demand planning.",Ananth Narayanan,"Alpha Wave Ventures, Falcon Edge Capital",135000000.0,Series B,nov_2021.csv,2021,11.0,India,Asia
1820,S0555,GENLEAP,2021,Haryana,Professional Training & Coaching,GenLeap is India’s first self-discovery and career lifecycle management platform.,"Sachin Sandhir, Nimish Gupta, Nitin Thakur, Shweta Kataria","Vivek Vaidya, Kevin Donlon, Ayush Singh",8000000.0,Seed,nov_2021.csv,2021,11.0,India,Asia
1821,S1099,Planys,2015,Chennai,Maritime,Planys is an Indian deep tech start-up creating a paradigm shift in the underwater inspection industry.,"Tanuj Jhunjhunwala, Vineet Upadhyay, Rakesh Sirikonda","Kieretsu Forum, Lets Venture, Shell",1600000.0,Pre-series A,nov_2021.csv,2021,11.0,India,Asia
1822,S1592,Wonderchef,2009,Mumbai,Consumer Goods,"Wonderchef Cookware and Appliances is a perfect blend of health, taste, and convenience that inspires us to 'cook with pride'.",Ravi Saxena,"Sixth Sense Ventures, Godrej Family office, Malpani Group",20000000.0,,nov_2021.csv,2021,11.0,India,Asia
1823,S0589,GoKwik,2020,New Delhi,Information Technology & Services,GoKwik is a platform for solving shopping experience problems on e-commerce websites on the internet.,"Chirag, Vivek Bajpai, Ankush Talwar",Sequoia Capital India,15000000.0,Series A,nov_2021.csv,2021,11.0,India,Asia
1824,S1529,Velocity,2020,Bangalore,Financial Services,"Velocity provides revenue based financing, up to Rs 3 crores, for marketing and inventory spends of online businesses.","Saurav Swaroop, Abhiroop Medhekar, Atul Khichariya",Valar Ventures,20000000.0,Series A,nov_2021.csv,2021,11.0,India,Asia
1825,S1241,SalaryBox,2020,Gurugram,Financial Services,SalaryBox is solution that makes employee management effortless.,"Nikhil Goel, Peeyush Goyal","Y-Combinator, AME Cloud Ventures, Gokul Rajaram",4000000.0,Seed,nov_2021.csv,2021,11.0,India,Asia
1826,S0187,Boingg,2019,Gurugram,Furniture,D2C furniture brand,"Neha Indoria, Dhruvan Barar",Inflection Point Ventures,200000.0,Seed,nov_2021.csv,2021,11.0,India,Asia
1827,S0144,Better Capital,2006,Santra,Venture Capital & Private Equity,"Better is a top-tier India-focused pre-seed venture firm with a portfolio of 100+ companies including stellar successes like Rupeek, Open, Khatabook, Bijak",Vaibhav Domkundwar,,15000000.0,,nov_2021.csv,2021,11.0,India,Asia
1828,S1442,Tickertape,2019,Bangalore,Financial Services,"Tickertape provides data, information & content for Indian stocks, ETFs & indices",Ujjwal Ankur,Smallcase,5000000.0,,nov_2021.csv,2021,11.0,India,Asia
1829,S1625,Zenpay Solutions,2019,New Delhi,Financial Services,"India’s fastest growing fintech company, which has revolutionized the ultimate banking experience especially by reaching out to thousands of blue-collared employees by promoting digital banking solutions across India.",Ankit Bhargava,"The StarupLab, AngelBay",,,nov_2021.csv,2021,11.0,India,Asia
1830,S0375,Disprz,2015,Mumbai,E-learning,An AI-powered right skilling suite that helps enterprises unlock business potential.,"Subramanian Viswanathan, Kuljit Chadha","Dallas Venture Capital, Mars Growth Capital",13000000.0,Series B,nov_2021.csv,2021,11.0,India,Asia
1831,S0082,Arbo Works,2021,"Mountain View, CA",Computer Software,Finance technology,Caesar Sengupta,Sequoia Capital,,,nov_2021.csv,2021,11.0,United States,North America
1832,S0725,Inzpira,2021,Trivandrum,E-learning,"Inzpira is India's only Live online 1:1 platform for Language Learning & Test Preparation that lets users instantly connect with expert trainers and learn anytime, from anywhere.","Rohith Namboothiri, Sruthy Ramesh","Raj Nair, Gopinath Latpate",300000.0,Seed,nov_2021.csv,2021,11.0,India,Asia
1833,S0362,Defy,2021,Bangalore,Financial Services,Building India's first social crypto exchange,"Bhagaban Behera, Sriharsha Setty, Nakul Kelkar","Y Combinator, Goat VC, JAM Fund, Goodwater Capital",5500000.0,,nov_2021.csv,2021,11.0,India,Asia
1834,S0916,Mindhouse,2019,Gurugram,"Health, Wellness & Fitness",Mindhouse is a Yoga & Nutrition driven personalized healthcare platform.,"Pooja Khanna, Pankaj Chaddah","Binny Bansal, General Catalyst",6000000.0,Seed,nov_2021.csv,2021,11.0,India,Asia
1835,S0659,Homversity,2017,Ahmedabad,Housing Marketplace,Homversity is the digital ecosystem that aims to support the 93 BN USD student housing & Co-living industry in India.,Saurav Kumar Sinha,,155000.0,,nov_2021.csv,2021,11.0,India,Asia
1836,S1452,Toppersnotes,2015,Jaipur,Education Management,"Toppersnotes is an edtech company, primarily operating in the test preparation industry.","Ayush Agarwal, Devendra Dhaka, Arpit Bansal",Inflection Point Ventures,1000000.0,Seed,nov_2021.csv,2021,11.0,India,Asia
1837,S0993,NoBroker.com,2014,Bangalore,Real Estate,NoBroker is a disruptive force in the Real Estate Industry.,"Akhil Gupta, Amit, Saurabh","General Atlantic, Tiger Global, Moore Strategic Ventures",2100000.0,Series E,nov_2021.csv,2021,11.0,India,Asia
1838,S0624,Haber,2017,Pune,Industrial Automation,"Real-time, automated insights to increase plant efficiency","Vipin Raghavan, Priya Venkat, Arjunan PN",Ascent Capital,20000000.0,Series B,nov_2021.csv,2021,11.0,India,Asia
